Artist,Song,Lyrics
HT Hayko,Ես Հոգնել Եմ (Yes Hoknel Em),"Ես կարամ ասեմ մի բան, մարդիկ փոխվում են
Բայց իտոգում էլի ոշմիբան
Ներսում իրանց ոշմի փոփոխություն չկա
Մարդ ոնց ծնվելա, տենց էլ էս աշխարհից կէթա
Ու էթումա. ամեն վաղտ, ամենօր
Ես տենում եմ լիքը մարդկանց իրարից չտարբերվող
Ես հոգնել եմ, էտ ամեն ինչից
Որտև ես վաղուց կուշտ եմ էտ ձևի մարդկանցից
Որոնց ես անվանում եմ քսեռոքս, քոփի, փեստ, զոմբի
Բառան, զավադսկոյ կամ էլ գեղցի
Ոնց դուք ուզում եք, ոնց ձեզ հարմարա
Դուք վիրավորվում եք, իսկ իմ համար արդեն մեկա
Արդեն սպառվել եք դուք իմ համար
Դուք ապրում եք զուտ ուտելու ու բամբասելու համար
Ես զզվում եմ ձեր նմաններից
Կիլոմետրով աբիժնիկի ու նախանձի հոտա փչում ձեր վրից
Նույն բանը էսօր, նույն բանը վաղը
Դուք անում եք ամեն ինչ, ինչը միապաղաղա
Ինչը որ համեստա, դաժը եթե չեք ջոգում էտ բառի իմաստը
Էտի փաստա, հավայի ժեստա
Որ էս հարևանները չասեն հանկարծ էսի էնա, էնի էսա
Հանկարծ ոչ մեկ աչքի չընգնի
Հանկարծ ինչ-որ մեկը մի նոր բան չանի
Պռոստը դուք հոգնել եք ինքներդ ձեզնից
Դուք ամենօր փախնում եք ու փդում եք ներսից
Ոչ մենակ դուք եք փդում
Այլ ձեր դառը դեմքերով կողքիննեին էլ եք փդցնում
Ու տենց շարունակվումա տարիներով
Տարածվումա էս հիվանդությունը ժառանգներով
Ես չկամ. էտ շարքի մեջ
Էտ շարքից ես հելել եմ
Ու կարամ ասեմ հստակ
Էս ամեն ինչից ես հոգնել եմ
 [Կրկներգ :] (x2) {Հ.Տ. Հայկո}
Ես հոգնել եմ ամեն ինչից
Ամեն ինչը ինձ հանումա հունից
Սաղ էս հոգնած դեմքերից
Իրանց հոգնած մտքերից
 {Դավիթ Բադալյան}
Ես հոգնել եմ նույն բանը տեսնել ամեն պահ
Ես ուզում եմ թռնել մի հեռու աշխարհ
Ես հոգնել եմ նույն բանը լսել անընդհատ
Ես ուզում եմ փախնել մի հեռու աշխարհ
Ես հոգնել եմ
 [2 :]
Բա էս մեր շոուբիզնեսը, արդեն ֆակտ իմ նեռվերին հասելա
Հերիք չի փող չկա էս մ** ք**** շուկայում
Մի բան էլ չեղած տեղը սրանք իրար կոկորդ են կռծում
Էս մեկը սիրունա, էն մեկը գեշա
Էս մեկը գոռոզա, բայց էն մեկը համեստա
Էս մի երգը լավնա, բայց էն մի երգը վատնա
Արա գ*** ըլ*** գլուխս գմփաց արդեն հերիքա, իրար ուտեք արա
Մեկա ձեր երգերը սաղ իրար նման են, սաղ նույնա
Նույն են ձեր բառերը, նույն են առանժները
Նույն են դաժը ձեր նկարած սաղ կլիպները
Հոգնել եմ ձեր թաղման բյուռոյի դեմքերից
Հոգնել եմ նենց յանի գլամուռնի փառթիներից
Որ սաղդ հավաքվում եք իրար գլխի
Ու սկսում եք իրար ո* մտնել ու լպստել.
Խի,՞ խի՞ եմ ես տենում էտ ամենը
Որ սկսումա ամեն անգամ իմ սիրտը խառնել
Էտ խի՛ա որ ամեն անտաղանդի հեր
Իրա պարտքնա համարում իրա ճտին բերի քցի շոուբիզնես
Խի արա, պետ՛չի, չենք ուզում, տեղ չկա էլ, ֆուլլա
Ինչ ունենք հերիքա. մեզ պետք են տաղանդներ
Իսկ տաղանդների ճակատագրի վրա գրածա
«Ես փող չունեմ»
Բայց դե իմ խ**** չի վաբշե
Ես իմ կյանքի գործը կանեմ մինչև վերջ
Մինչև որ հլը նեռվերս չի պրծե
Ես ութ տարի ո* եմ ճղե
Մի էտքան էլ երևի կձգեմ
Արխային բան չմնաց
Էլ ժամանակ չկա
Ես կէթամ անպայման
Դուք ինձ էլ չեք տենա
Ինձ պետ՛չի էս բառդակը
Ես հելնում եմ
Ոնց կասեր Պարույր Սևակը
«Այս ամենից ես հոգնել եմ»
 [Կրկներգ :] (x2) {Հ.Տ. Հայկո}
Ես հոգնել եմ ամեն ինչից
Ամեն ինչը ինձ հանումա հունից
Սաղ էս հոգնած դեմքերից
Իրանց հոգնած մտքերից
 {Դավիթ Բադալյան}
Ես հոգնել եմ նույն բանը տեսնել ամեն պահ
Ես ուզում եմ թռնել մի հեռու աշխարհ
Ես հոգնել եմ նույն բանը տեսնել ամեն պահ
Ես ուզում եմ փախնել մի հեռու աշխարհ
Ես հոգնել եմ
 "
HT Hayko,Գրկեմ քեզ (Grkem qez),"Արի մոտիկ, հանկարծ չվախենաս
Ես եմ, նույնն եմ, ուշադիր նայի կտենաս
Ես դեռ չեմ փոխվել նույննա սենյակը
Արևի շողերը մենակ քո վրա են միակս
Պուճուրս,ես եմ,կարաս կպնես ձեռքով
Ես մահացել էի, բայց քո հետ էի հոգով
Միշտ թեկուզ գիշերները
Երբ լացում էիր պատուհանիդ
Անձրևը ինձ հուշում էր, որ դու լալիս էիր
Ու ինչքան դժվար էր կողքդ
Երկու էտքան առանց քեզ
Ինձ թվումա որ էս պահին ինձ հասկանում ես
Մտածել եմ երկար գիշերը,
Բայց արդեն առավոտա, թարմ հոտա
Բարի լույս արևս մոտա, գեղեցիկ նոտա
Գրկում եմ մի փոքր տոթա
Առանց քեզ ապրելն ամոթա
Ժամը յոթնա, ուղղակի արի գրկեմ
Հավատա մենակ գրկեմ,
Ամեն ինչ քո համար, ամեն ինչ կներեմ
 [Կրկներգ :]
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
 [Մոս - 2 :]
Արի մոտիկ, ես եմ, ոնց հին ժամանակները,
Երբ վառվում էին մեր համար երկնքում աստղերը
Տեքստերս, բառերս քեզ, ինձ նվիրում եմ քեզ
Մենակ չտխրես ինձ հավատում ես
Հավատա խնդրում եմ, հավատա խնդում եմ
Խանդում եմ, քանդում եմ իմ ձեռքերով ու կառուցում
Անցնում սիրո ճամփեն յարո նման երկնքի
Մաքուր, ոնց նայում էինք ձյան վրա մեր հետքերին
Երգերնա անգիր, ոնց կրկնում էիր իմ հետ
Ամեն վայրկյանին մոտ ու երբ նետը` սիրո, նետահարեց իմ սիրտը
Անունտ մեծատառով, միթե քեզ կորցնելու եմ, միթե հիշում եմ
Հիշելա երգս, կարողա երազում եմ թարմանումա վերքս
Կարողա քնած եմ, արթնանալու եմ` կորես
Ինձ կներես սաղ բառերս տանում էին սրան,
Մենակ թող գրկեմ մտքերս ինձ հասկանան
 [Կրկներգ :]
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
 [ՀՏ Հայկո :]
Ընդհամենը թող գրկեմ քեզ,
Դու ինձ պետք ես, հիմա, հերիքա վերքերը մեր քերես
Խառնել ես մտքերս բռնել ես մեղքերս
Կներես, ներել ես թե մերվել ես
Գիտեմ ես,որ հանել եմ համը, դառել եմ խուլ-համր
Կրակը մեր խամրավ, հարամ էլավ խաղը
Բայց ես կճարեմ կպչան, որ մեր սերը չփչանա
Լսի ինձ ու մի լվա էդ անտեր ամանն ու չամանը
Թող գնա եթե ուզում ես ասում ես էգոիստ եմ, բայց իմ էգոն սիրում ես
Հա էղել են կողից լիքը չբեր էդ էիր ուզում լսել հա
Ինչ էլ եղել արդեն եղելա,
Բայց իմ սիրտը միշտ ստեղա տաննա կպածա
Չես հավատում գնա դարակը բաց նայի ընդե դրածա
Դու իմ համար միշտ number 1-ն ես ու տենց էլ կլինես,
Իսկ հիմա ընդհամենը թող գրկեմ քեզ
 [Կրկներգ :]
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
Ընդհամենը թող գրկեմ քեզ(x3)
Ընդհամենը թող գրկեմ յարո
 "
HT Hayko,Տաքսի (Taxi),"Intro :]
- Տաքսի սերվիս «ՀՏ Production»:
- Ալյո բարև ձեզ, քուրիկ ջան մի հատ մեքենա կուղարկե՞ք Հ2:
- Մեքենան տեղում լինի, կզանգահարենք: ՀՏ 1 ուղղությունը Հ2 հեռուստաընկերություն:
 [1 :]
Պատվերն ընդունված ա, սկսում եմ քշել առաջին կուպլետը
Իմ մտքերը բաց են, ոնցոր կաբրիալետը
Տաքսի քշելու համար պիտի լինես հոգեբան
Առնվազն, որ օրվա կեսին չխփի քո ֆազը
Ինչ ժուրի մարդ ասես ես չեմ տեսե նստած էս դեմը
Էլ չեմ ասում ինչեր են անում արա դրանք հետևը
Պասաժիռներեն ռաստվում տարբեր կալիբռի
Մեկը ինտիլիգենտա, մյուն էլ չոբան, բռի
Ես նրանցից չեմ, որ սաղ օր գլուխեն հարդուկում յանի,
Ինչ գործերեն արե, խոսքի էն վախտ Խաբարովսկում
Մի բան ասեմ, ուզում էս հավատա ուզում էս չէ,
Փոքրուց եմ ես երազել դառնալ տաքսու շոֆեռ
Էսա իմ արվեստը, էսա իմ կինոթատրոնը
Առավոտից իրիգուն պակասումա մենակ պոպ-կոռնը
Համ բայեվիկ են ցույց տալի, համել էռոոտիկա
Դրամայով սկսվումա վերջում էլ դառնումա կամեդիա,
Հմուտ վարորդ եմ, ճամփեքը գիտեմ ես վեց մատիս պես ես
Ուր ուզում ես տանեմ, կբրախեմ քեզ,
Ասա քո ուղղությունը բռատ, ես կասեմ ով ես դու (Փարև)
Վռազ ես, թե մի քիչ ֆռցնեմ, եթե դու սփյուռքահայ ես (Բարև)
Քաղաքը փոքրա, տաքսիները շատ
Գայիշնիկներն էլ վրեն դաբավկա դառնումա ստալիչնի սալաթ
Նայի հանկարծ չկորցնենք իրար, հենց տեսար ինձ,
Ձեռով արա մենակ ականջիս տակ չգոռաս...
 ՏԱՔՍԻ
Ռացիայով մանյակ եմ,
ՏԱՔՍԻ
Քաղաքի բառդակն եմ,
ՏԱՔՍԻ
Ոշմեկից չեմ վախում,
Ջպերի ահն ու սարսափն եմ,
ՏԱՔՍԻ
Մանր տու ախպերս
Թե չէ կչախեմ քեզ,
ՏԱՔՍԻ
Մինիմալ չտալը,
Իմ համար էտ կռիմինալա,
ՏԱՔՍԻ
 [2 :]
Կենտրոն, ուղղությունս կենտրոն,
Պռոպկայա հիմա դեմս եքա կիլոմետրով
Իսկ ես թարսի պես չեմ սիրում սպասել
Կամակոր շոֆեռ եմ, դուք ինձ հլը լավ չգիտեք
Ձեր համար կարմիրա, իմ համար կանաչ
Երբ որ սաղ քշում էն ձախ, ես էտ վախտ քշում եմ աջ
Դուք նախնտրում էք երկա՜ր ճանապարհը,
Իսկ ես քցում-բռնում եմ, մմմ.. չոլերով քյասարա
Մեկա իմ մաշնի համար արդեն մեկա
Տակը կլնի հող, թե ասֆալտ, շիբին, թե լիքը քար
Ժեշտին չի վաբշե, մեկա ժեշտը ցեցը կերելա
Դրա համար անունը 21-ա, ոչ թե Porsche Panamera
Էսի տաքսի ա ստանդարտ, .....
Որի հետևի ձախ դուռը չի բացվում,
Խնդրում ենք էն կոմից նստեք
Սալոնի հոտի մասին դե գիտեք
Սիգարետ, նասկի, մեկել բարբարիսի հոտով ասվիժիծել
Գազս պռծնումա կուպլետի կեսին
Մինչև պրիպեվ կձգեմ, հետո կէթամ զապրավկի
Միացնեմ տենաս թե ինչ եմ լսում ես պրիոմնիկով,
Որ ասեմ Սպիվակով կհավատաս, ... Չհավատաս
Առանց տաքսի ապրելը բարդ ա,
Թե չէ գործազուրկ կմնա լիքը մարդ, էտի պարզ բանա
Ֆսյո հասնաք, ան համարս միտե գրի,
Որ պետք լինեմ զանգի, որ փողոցի մեջտեղը չգոռաս...
 ՏԱՔՍԻ
Ռացիայով մանյակ եմ,
ՏԱՔՍԻ
Քաղաքի բառդակն եմ,
ՏԱՔՍԻ
Ոշմեկից չեմ վախում,
Ջպերի ահն ու սարսափն եմ,
ՏԱՔՍԻ
Մանր տու ախպերս
Թե չէ կչախեմ քեզ,
ՏԱՔՍԻ
Մինիմալ չտալը,
Իմ համար էտ կռիմինալա,
ՏԱՔՍԻ
 "
HT Hayko,Կներես (Kneres),"Իմ կյանք, իմ սեր, իմ սիրտ, իմ ամեն ինչ
Էսօր ուզում եմ ասեմ ես քեզ ամեն ինչ
Որ թաքցրել եմ քեզանից ու պահել եմ իմ մեջ
Ես էլ չեմ կարում պահեմ էտի
Ուզում եմ ասեմ, քեզ շատ սիրելով
Ուզում եմ մեղքերս թողեմ, բայց մի պայմանով
Որ դու պիտի ներես ինձ կյանքս
Կներես, բայց էտի իմ համար կարևորա
Ու հանկարծ չմտածես, որ ասածս հումորա
Ես հիմա քո հետ լռիվ անկեղծ եմ կյանքս
Իմ սիրտը, իմ հոգին քո առջև միշտ բաց են
Ես միշտ պատրաստ եմ, հարցեր հետո կտաս
Հիմա քեզ ես խնդրում եմ մենակ դու ինձ հասկանաս
Մինչև վերջ լսես, թե ինչ պիտի ասեմ ես քեզ
Պիտի ասեմ ընդամենը մի բառ. Կներես
Իմ խասյաթը իմանալով դու ինձնից չէիր սպասի
Բայց էտ բառը ես քեզ պիտի շուտ ասեի
Կներես, ինձ ամեն ինչի ու ամեն ինչի համար
Որ չեմ արել քո համար
Որ արել եմ իմ համար, իմ շահերի համար
Իմ սխալ կեղտոտ մտքերով ես քեզ չեմ գնահատել
Ու շատ թեթև եմ քեզ նայել
Կներես. էտ իմ սխալնա էղել կյանքս
Դու ստե’ մեղավոր չես
Դու իմ համար շատ թանկ ես
Դու իմ բախտն ես
Աստծուն շնորհակալ եմ, որ քեզ գտել եմ
Ու գտնելուց հետո քեզ միշտ սիրել եմ
 [Կրկներգ :] (x2) {Դավիթ Մինասյան}
Կներես ինձ ամեն ինչ
Կներես ինձ ամեն ինչ
Կներես իմ ամեն ասածի համար
Կներես ինձ ամեն ինչ
Կներես ինձ ամեն ինչ
Կներես իմ ամեն սխալի համար
 Կներես ինձ (x4)
Խնդրում եմ կներես ինձ
Կներես ինձ (x3)
 [2 :]
Դու ինձ կներես
Ես հլը շատ բաներ պտի քեզ ասեմ
Պտի խոստովանեմ, պտի կրկնեմ անընդհատ
Կներես. մինչև էնքան
Մինչև իմ հոգին թեթևանա
Ու սաղ իրա տեղը գա
Կներես իմ ամեն կոպիտ բառի համար
Նեռվայանացած ձեռս բարձրացնելու համար
Կներես ցավդ տանեմ
Քո ցավը իմ մեղքնա
Քո մի հատ արցունքը
Իմ սրտի էղած-չէղած արյուննա
Ինձ կներես իմ դավաճանելու համար
Ուրիշների մեջքից ման գալու համար
Խնդրում եմ կներես
Որ քեզ անկապ տեղը խանդել եմ
Որ դավերյա չեմ արել, հետդ կռվել եմ
Կներես. որ պահի տակ
Քո նկատմամբ ես անտարբեր եմ էղել
Քեզ լավ բաներ չեմ ասե՛
Քեզ լավ բաներ չեմ նվիրե՛
Կներես
Անվերջ կարամ ես կրկնեմ
Ու մեկել կներես
Որ քեզ չափից շատ սիրում եմ
 [Կրկներգ :] (x2) {Դավիթ Մինասյան}
Կներես ինձ ամեն ինչ
Կներես ինձ ամեն ինչ
Կներես իմ ամեն ասածի համար
Կներես ինձ ամեն ինչ
Կներես ինձ ամեն ինչ
Կներես իմ ամեն սխալի համար
 "
HT Hayko,Born in Armenia,"Ուղիղ Կասկադից, հը՛
Ես հայաստանցի եմ ծնվել եմ հենց ստեղ
Հպարտ եմ, մարդ եմ իմ արունով ուժեղ
Ասում են խիստ եմ կամ էլ շովինիստ եմ,
Բայց եթե շնչում եմ, չեմ կարա պարապ նստեմ
Պիտի ասեմ ինչը զգում եմ, էփեմ ինչը հումա
Թեկուզ պահ կա մութա, թունդա, շատա սուտը
Մենք քիչ ենք, բայց մեզ հայ են ասում
Ու ես մեզ բոլորից եմ գերադասում
Խոսք տու՛ քեզ, ուժ տու՛ քեզ, հույս տու՛ քեզ
Որ դու ստեղ ձգես, չփախնես ու թքես
Ճիշտա մի քիչ դժվարա, բայց էս հողը մերնա
Ստեղա մեր տունը ու դեղը շնչող մեր ուղեղը
Ու ես երջանիկ եմ, որ իմ անունի վրա գրածա,
Էտ ՀԱՅ բառը, էտ հզոր 3 տառը
Ես Նարեկն եմ, Նարեկ Պետրոսյան
Ծնված Հայաստանում – Born in Armenia.
 [Կրկներգ :]
Ու ես ստեղ եմ ապրում, ստեղ էլ կմնամ
Ոնց որ արևը երկնքում դու միակն ես Հայաստան
Ու ես ստեղ եմ ծնվել, ստեղ կմահանամ
Ու թող աշխարհը իմանա, որ ես Born in Armenia.
 [ՀՏ Հայկո :]
1 9 8 5 – թիվ
Ու ես ստեղ եմ ծնվել, ուրեմն իմ փոսը ստեղա
Ծնված իմ սրտում, իմ Հայաստանս մեջնա
Ու ես ստեղ եմ ծնվե՛ նշանակումա,
Որ պատրաստ եմ ամեն ինչի
Ինչ Կյանքս կդնի իմ դեմը, իմ բեմը իմ Հայաստաննա
Միկրաֆոնը, որով ես հիմա երգում եմ իմ Երևաննա
Մտքերս շնչում են մենակ ստեղի օդը
Դրա համար էլ ամեն մի բառ ունի իրա համն ու հոտը
Ոտս կպածա էս հողին ուրեմն
Ոչ մի սղոց էս աշխարհում չի կարա ոտս կդրի
Իմ երկրից դուս աչքերս չեն տենում
Ականջներս չեն լսում, դուսը ես խլանում եմ
Զգում եմ, որ իմ երկիրը իմ կարիքն ա զգում
Պտի օգնեմ իշքան կարամ ու էտի չի քննարկվում
Ձեր հետ ՀՏ-ն էր, նույն ինքը Հայկ Մարգարյանը
Ծնված Հայաստանում – Born in Armenia.
 [Կրկներգ :]
Ու ես ստեղ եմ ապրում, ստեղ էլ կմնամ
Ոնց որ արևը երկնքում դու միակն ես Հայաստան
Ու ես ստեղ եմ ծնվել, ստեղ կմահանամ
Ու թող աշխարհը իմանա, որ ես Born in Armenia
 "
HT Hayko,Մի Շանս (Mi Shans),"Եթե կյանքը քեզ քցելա տուպիկ
Ու եթե կյանքը քեզ չունի ոշմի տալիք
Դու հիշի, որ ունես ընդամենը մի շանս
Ու դու ունես ընդամենը մի շանս.
Աշխատի ապրել ընենց,
Որ կյանքի ամեն դժվար պահին
Դու միշտ ելք գտնես
Ու կարևորը հիշի, որ դու ունես մի շանս
Ու դու ունես ընդամենը մի շանս
 [1 :]
Ամեն ինչը փոխելու քո կյանքում
Ինչը քեզ նեռվայնացնումա ու վաբշե չի դզում,
Խի՞ ես կայնե՛, ու՞մ ես սպասում,
Ե՞րբ ես քո կյանքի ռեմոնտը սկսելու
Իմացի էտ գործի մեջ քեզ ոչ մեկ չի օգնելու
Դու ես քո գլխի տերը ու կողդ մարդ չկա
Ու ոչ մեկից էլ մի խնդրի, խնդրելու ցել չկա,
Եթե մեկին մի բան խնդրում ես անշահախնդիր,
Դու էտ վախտ իրան ծախում ես քո հոգին, հիշի
Բայց մոտդ փող չկա, ու սաղ ո*իա
Մտել ես բանկի տակ ու բանկը քեզ ամեն ամիս
Ք***մա-թողումա, ու պարտքերը վզիդ,
Պարտքատեր բարեկամներդ արդեն նստել են գլխիդ.
Կնիկդ շոր չունի, սաղ օր քեզ կ**տումա,
Էրեխեդ էլ մի յանից, սաղ օր սոված լացումա.
Դու արդեն չես կարում, նեռվերդ պռծել են,
Բայց անընդհատ քեզ հարց ես հարց տալի.
«Մորս արև, ի՞նչ անեմ..»
Դավայ սկսենք նորից,
Բռատ դու մեկա արդեն զրոյի վրա ես,
Դե քել սկսենք զրոյից.
Նախ մի հատ ասա էս կյանքը քո համար ինչա,
Իմ համար խոսքի էս կյանքը մի հատ հաստ տետրա,
Որ կարաս մեջը սաղ կյանքդ գրես,
Բայց եթե մի բան չի դզում քեզ
Կարաս նա**յ էտ էջը ճղես, թազուց սկսես
Ճիշտա թերթերը պակասումա,
Բայց բ**ը կարաս լավ բաներ գրես, քո մոտ ստացվումա
Ու միշտ էլ կստացվի, դու մենակ վստահ էլի,
Իսկ եթե անվստահ ես, հենց հիմա սիկ**ր էլի
Ինձ վախկոտ մարդ պետք չի,
Որտև վախկոտությունը ի վերջո իրանից ծնումա
Աբիժնուկությունը (1), թարախությունը (2),
*ռ մտնելը, վոբշմ (3) ըտենց լիքը իմ համար
Զզելի գա***ն հատկանիշները,
Եթե դու ըտենց մարդ չես, անկախ ամեն ինչից
Կապ չունի որ փող չունես, իմացի դու հաջողակ ես..
 [Կրկներգ :]
Եթե կյանքը քեզ քցելա տուպիկ
Ու եթե կյանքը քեզ չունի ոշմի տալիք
Դու հիշի, որ ունես ընդամենը մի շանս
Ու դու ունես ընդամենը մի շանս.
Աշխատի ապրել ընենց,
Որ կյանքի ամեն դժվար պահին
Դու միշտ ելք գտնես
Ու կարևորը հիշի, որ դու ունես մի շանս
Ու դու ունես ընդամենը մի շանս
 [2 :]
Հը.. ոչ մի բան չի ստացվում էլի հնի պես
Ընգել ես դռնեդուս, ման ես գալի բոմժի պես
Ամոթա արա մի քիչ խելքիդ զոռ տու
Խի՞ ես դու էտքան լոդռ, մի քիչ քեզի *ռ տու
Ընգել ես խալխին ես *ռ տալի, արա
Թարգի քեզ չի սազում, խի՞ դու էտ տղեն ես արա
Սովորի ամեն ինչ, պրակտիկա հավաքի,
Եթե խելքդ մի բան չէր կտրում, հիմա պիտի կտրի
Աշխատի մենակ քո վրա, թերություններդ շտկի արագ
Տուֆտա ամբիցիաներդ հենց հիմա ռադ արա,
Բայց մի քանի հատ քո պրինցիպներից թող մնա
Էտի ապագայում հլը պետք կգա
Դու շատ հաստագլուխ մարդկանց հլը կտենաս
Էտ վախտ քո պրինցիպները իրանց վրա քսի կտաս
Ու կջոգես, որ դու ինքդ քեզ փոխել ես
Արդեն հին լոխը չես, դու արդեն սամթը ջոգել ես.
Դե հիմա, ասա, գործերդ դզվումա
Արդեն պի*դեց փողը-փողի վրա գալիսա
Արդեն չես ջոգում ինչ մաշնա քշես
BMW-ի վերջի սիմյոռկեն, թե 221-կուզով Mercedes,
Տունդ քո ուզածով արդեն սարքել ես
65 դույմանոց LCD-ն տունը դրել ես
Ով մտնումա խփնվումա, փռվելով քո խոլերին
Անտիկվարյատ նկարներա խփած պատերին
Կնիկդ շոր առնելու համար թռնումա Ավստրիա,
Էրեխեդ էլ Քեմբրիջում **ցնեմ սովորումա,
Դու էլ էտ վախտ Մենտե-Կառլո քո յախտի վրա
Պառկել ես ու զագառ ես ընդունում, կայֆավատ
Ջոգիր ինչ եմ ուզում քեզ ասել, ընգեր
Ախր դու արժանի ես սենց կյանքով ապրել
Մի հատ կյանք ունես, էտի քո միակ շանսնա
Դրա համար էտ շանսը մի կորցրա..
 [Կրկներգ :] (x2)
Դաժը եթե կյանքը քեզ քցելա տուպիկ
Ու եթե կյանքը քեզ չունի ոշմի տալիք
Դու հիշի, որ ունես ընդամենը մի շանս
Ու դու ունես ընդամենը մի շանս.
Տակշտո աշխատի ապրել ընենց,
Որ կյանքի ամեն դժվար պահին
Դու միշտ ելք գտնես
Ու կարևորը հիշի, որ դու ունես մի շանս
Ու դու ունես ընդամենը մի շանս
 "
